"","ID","CDLCode","CellCount","TotalCellCount","Percent","CDLYear","Buffer","CDLCategory","Class","StationL_1","StationNam","Elevation","Longitude","Latitude"
"9112",93,152,8,36,22,"2012","100m","Shrubland","Shrubland","TR276","L & C PORTABLE #1","1402.08",-112.675833,47.421833
"9113",93,176,2,36,6,"2012","100m","Grassland/Pasture","Grassland/Pasture","TR276","L & C PORTABLE #1","1402.08",-112.675833,47.421833
"9114",94,142,9,36,25,"2012","100m","Evergreen Forest","Forest","TR283","BIG PRAIRIE QD","1400.556",-113.237,47.507083
"9115",94,152,2,36,6,"2012","100m","Shrubland","Shrubland","TR283","BIG PRAIRIE QD","1400.556",-113.237,47.507083
"9116",94,176,25,36,69,"2012","100m","Grassland/Pasture","Grassland/Pasture","TR283","BIG PRAIRIE QD","1400.556",-113.237,47.507083
"9117",95,121,3,35,9,"2012","100m","Developed/Open Space","Developed/Open Space","SEEM8","SEELEY LAKE","1258.824",-113.444389,47.175972
"9118",95,122,3,35,9,"2012","100m","Developed/Low Intensity","Developed/Low Intensity","SEEM8","SEELEY LAKE","1258.824",-113.444389,47.175972
"9119",95,123,1,35,3,"2012","100m","Developed/Med Intensity","Developed/Med Intensity","SEEM8","SEELEY LAKE","1258.824",-113.444389,47.175972
"9120",95,176,28,35,80,"2012","100m","Grassland/Pasture","Grassland/Pasture","SEEM8","SEELEY LAKE","1258.824",-113.444389,47.175972
"9121",96,131,1,35,3,"2012","100m","Barren","Barren","SPBM8","SPOTTED BEAR LOOKOUT","2205.8376",-113.44055,47.903833
"9122",96,142,8,35,23,"2012","100m","Evergreen Forest","Forest","SPBM8","SPOTTED BEAR LOOKOUT","2205.8376",-113.44055,47.903833
"9123",96,152,24,35,69,"2012","100m","Shrubland","Shrubland","SPBM8","SPOTTED BEAR LOOKOUT","2205.8376",-113.44055,47.903833
"9124",96,176,2,35,6,"2012","100m","Grassland/Pasture","Grassland/Pasture","SPBM8","SPOTTED BEAR LOOKOUT","2205.8376",-113.44055,47.903833
"9125",97,121,11,35,31,"2012","100m","Developed/Open Space","Developed/Open Space","WGRM8","WEST GLACIER","964.692",-113.996769,48.510611
"9126",97,142,20,35,57,"2012","100m","Evergreen Forest","Forest","WGRM8","WEST GLACIER","964.692",-113.996769,48.510611
"9127",97,176,4,35,11,"2012","100m","Grassland/Pasture","Grassland/Pasture","WGRM8","WEST GLACIER","964.692",-113.996769,48.510611
"9128",98,142,32,36,89,"2012","100m","Evergreen Forest","Forest","NS028","BELLYR","1402.08",-113.7,48.9
"9129",98,152,4,36,11,"2012","100m","Shrubland","Shrubland","NS028","BELLYR","1402.08",-113.7,48.9
"9130",99,142,3,32,9,"2012","100m","Evergreen Forest","Forest","NS033","GLEASON","1584.96",-112.67,47.87
"9131",99,152,6,32,19,"2012","100m","Shrubland","Shrubland","NS033","GLEASON","1584.96",-112.67,47.87
"9132",99,176,23,32,72,"2012","100m","Grassland/Pasture","Grassland/Pasture","NS033","GLEASON","1584.96",-112.67,47.87
"9133",100,142,35,35,100,"2012","100m","Evergreen Forest","Forest","NS040","SEELEY LAKE","1291.1328",-113.45,47.18
"9134",101,142,32,32,100,"2012","100m","Evergreen Forest","Forest","NS088","GLEASON","1584.96",-112.6678,47.8678
"9135",102,NA,1,1,100,"2012","100m",NA,NA,"CSBN8","CROSBY","650.4432",-104.002222,48.968056
"9136",103,121,8,32,25,"2012","100m","Developed/Open Space","Developed/Open Space","BBYM8","Blue Bay","880.872",-114.03,47.83
"9137",103,142,14,32,44,"2012","100m","Evergreen Forest","Forest","BBYM8","Blue Bay","880.872",-114.03,47.83
"9138",103,152,4,32,12,"2012","100m","Shrubland","Shrubland","BBYM8","Blue Bay","880.872",-114.03,47.83
"9139",103,176,1,32,3,"2012","100m","Grassland/Pasture","Grassland/Pasture","BBYM8","Blue Bay","880.872",-114.03,47.83
"9140",103,190,5,32,16,"2012","100m","Woody Wetlands","Wetland","BBYM8","Blue Bay","880.872",-114.03,47.83
"9141",104,142,35,35,100,"2012","100m","Evergreen Forest","Forest","HELM8","Hellroaring Dam","1125.9312",-114.02,47.71
"9142",105,111,2,36,6,"2012","100m","Open Water","Open Water","JOCM8","Jocko Dam","1455.1152",-113.76,47.2
"9143",105,142,34,36,94,"2012","100m","Evergreen Forest","Forest","JOCM8","Jocko Dam","1455.1152",-113.76,47.2
"9144",106,121,1,34,3,"2012","100m","Developed/Open Space","Developed/Open Space","GGWDC","DUCK CREEK REC SITE","701.04",-106.5127,47.9811
"9145",106,122,1,34,3,"2012","100m","Developed/Low Intensity","Developed/Low Intensity","GGWDC","DUCK CREEK REC SITE","701.04",-106.5127,47.9811
"9146",106,152,11,34,32,"2012","100m","Shrubland","Shrubland","GGWDC","DUCK CREEK REC SITE","701.04",-106.5127,47.9811
"9147",106,176,21,34,62,"2012","100m","Grassland/Pasture","Grassland/Pasture","GGWDC","DUCK CREEK REC SITE","701.04",-106.5127,47.9811
"9148",107,122,5,37,14,"2012","100m","Developed/Low Intensity","Developed/Low Intensity","GGWFP","FORT PECK DAM","694.944",-106.3962,48.0084
"9149",107,176,32,37,86,"2012","100m","Grassland/Pasture","Grassland/Pasture","GGWFP","FORT PECK DAM","694.944",-106.3962,48.0084
"9150",108,121,13,32,41,"2012","100m","Developed/Open Space","Developed/Open Space","GGWML","MALTA HANDAR","694.944",-107.87833,48.34694
"9151",108,176,19,32,59,"2012","100m","Grassland/Pasture","Grassland/Pasture","GGWML","MALTA HANDAR","694.944",-107.87833,48.34694
"9152",109,31,35,35,100,"2012","100m","Canola","Crop","GGWOP","OPHEIM HIGH SCHOOL","993.0384",-106.41,48.85
"9153",110,22,4,37,11,"2012","100m","Durum Wheat","Crop","GGWPW","PLENTYWOOD","678.7896",-104.52694,48.78889
"9154",110,52,1,37,3,"2012","100m","Lentils","Crop","GGWPW","PLENTYWOOD","678.7896",-104.52694,48.78889
"9155",110,121,4,37,11,"2012","100m","Developed/Open Space","Developed/Open Space","GGWPW","PLENTYWOOD","678.7896",-104.52694,48.78889
"9156",110,176,28,37,76,"2012","100m","Grassland/Pasture","Grassland/Pasture","GGWPW","PLENTYWOOD","678.7896",-104.52694,48.78889
"9157",111,121,1,37,3,"2012","100m","Developed/Open Space","Developed/Open Space","E0139","EW0139 Glasgow 4 N","665.0736",-106.63583,48.248
"9158",111,176,36,37,97,"2012","100m","Grassland/Pasture","Grassland/Pasture","E0139","EW0139 Glasgow 4 N","665.0736",-106.63583,48.248
"9159",112,121,1,34,3,"2012","100m","Developed/Open Space","Developed/Open Space","GGWSH","Signal Hill","950.976",-106.29,48.02
"9160",112,142,7,34,21,"2012","100m","Evergreen Forest","Forest","GGWSH","Signal Hill","950.976",-106.29,48.02
"9161",112,152,15,34,44,"2012","100m","Shrubland","Shrubland","GGWSH","Signal Hill","950.976",-106.29,48.02
"9162",112,176,10,34,29,"2012","100m","Grassland/Pasture","Grassland/Pasture","GGWSH","Signal Hill","950.976",-106.29,48.02
"9163",112,190,1,34,3,"2012","100m","Woody Wetlands","Wetland","GGWSH","Signal Hill","950.976",-106.29,48.02
"9164",113,176,35,35,100,"2012","100m","Grassland/Pasture","Grassland/Pasture","GGWWW","WHITEWATER HIGH SCHOOL","709.8792",-107.62,48.76
"9165",114,111,35,35,100,"2012","100m","Open Water","Open Water","GGWYI","YORK ISLAND","715.9752",-106.46,47.92
"9166",115,142,32,32,100,"2012","100m","Evergreen Forest","Forest","MACM8","Mcdonald Dam","1092.0984",-113.99,47.43
"9167",116,142,34,34,100,"2012","100m","Evergreen Forest","Forest","MISM8","Mission Dam","1036.0152",-114.02,47.31
"9168",117,111,15,35,43,"2012","100m","Open Water","Open Water","PISM8","Pishkun River","1331.976",-112.49,47.67
"9169",117,121,2,35,6,"2012","100m","Developed/Open Space","Developed/Open Space","PISM8","Pishkun River","1331.976",-112.49,47.67
"9170",117,142,4,35,11,"2012","100m","Evergreen Forest","Forest","PISM8","Pishkun River","1331.976",-112.49,47.67
"9171",117,152,3,35,9,"2012","100m","Shrubland","Shrubland","PISM8","Pishkun River","1331.976",-112.49,47.67
"9172",117,176,11,35,31,"2012","100m","Grassland/Pasture","Grassland/Pasture","PISM8","Pishkun River","1331.976",-112.49,47.67
"9173",118,142,32,32,100,"2012","100m","Evergreen Forest","Forest","PT6M8","Point Six Radar","2414.016",-113.98,47.1
"9174",119,142,35,35,100,"2012","100m","Evergreen Forest","Forest","TBOM8","Tabor Dam","1246.0224",-113.94,47.26
"9175",120,22,6,35,17,"2012","100m","Durum Wheat","Crop","MLKM8","MEDICINE LAKE","601.98",-104.475833,48.487222
"9176",120,61,1,35,3,"2012","100m","Fallow/Idle Cropland","Fallow Cropland","MLKM8","MEDICINE LAKE","601.98",-104.475833,48.487222
"9177",120,176,28,35,80,"2012","100m","Grassland/Pasture","Grassland/Pasture","MLKM8","MEDICINE LAKE","601.98",-104.475833,48.487222
"9178",121,142,34,34,100,"2012","100m","Evergreen Forest","Forest","TR726","HUNGRY HORSE QD","1331.976",-113.839833,48.300783
"9179",122,37,5,36,14,"2012","100m","Other Hay/Non Alfalfa","Crop","MHWD","HIGHWOOD HAM","1008.888",-110.88,47.5
"9180",122,61,4,36,11,"2012","100m","Fallow/Idle Cropland","Fallow Cropland","MHWD","HIGHWOOD HAM","1008.888",-110.88,47.5
"9181",122,121,1,36,3,"2012","100m","Developed/Open Space","Developed/Open Space","MHWD","HIGHWOOD HAM","1008.888",-110.88,47.5
"9182",122,142,1,36,3,"2012","100m","Evergreen Forest","Forest","MHWD","HIGHWOOD HAM","1008.888",-110.88,47.5
"9183",122,152,5,36,14,"2012","100m","Shrubland","Shrubland","MHWD","HIGHWOOD HAM","1008.888",-110.88,47.5
"9184",122,176,12,36,33,"2012","100m","Grassland/Pasture","Grassland/Pasture","MHWD","HIGHWOOD HAM","1008.888",-110.88,47.5
"9185",122,190,8,36,22,"2012","100m","Woody Wetlands","Wetland","MHWD","HIGHWOOD HAM","1008.888",-110.88,47.5
"9186",123,61,8,32,25,"2012","100m","Fallow/Idle Cropland","Fallow Cropland","FASM8","FORT ASSINIBOINE #1","826.008",-109.8,48.48333
"9187",123,176,24,32,75,"2012","100m","Grassland/Pasture","Grassland/Pasture","FASM8","FORT ASSINIBOINE #1","826.008",-109.8,48.48333
"9188",124,142,1,37,3,"2012","100m","Evergreen Forest","Forest","GSNM8","GLEASON","1542.288",-112.670833,47.8725
"9189",124,152,3,37,8,"2012","100m","Shrubland","Shrubland","GSNM8","GLEASON","1542.288",-112.670833,47.8725
"9190",124,176,33,37,89,"2012","100m","Grassland/Pasture","Grassland/Pasture","GSNM8","GLEASON","1542.288",-112.670833,47.8725
"9191",125,152,4,36,11,"2012","100m","Shrubland","Shrubland","DCRM8","DEEP CREEK","1627.632",-113.113714,48.355569
"9192",125,176,32,36,89,"2012","100m","Grassland/Pasture","Grassland/Pasture","DCRM8","DEEP CREEK","1627.632",-113.113714,48.355569
"9193",126,121,6,32,19,"2012","100m","Developed/Open Space","Developed/Open Space","BGRM8","BROWNING","1336.2432",-113.013278,48.561417
"9194",126,122,13,32,41,"2012","100m","Developed/Low Intensity","Developed/Low Intensity","BGRM8","BROWNING","1336.2432",-113.013278,48.561417
"9195",126,123,6,32,19,"2012","100m","Developed/Med Intensity","Developed/Med Intensity","BGRM8","BROWNING","1336.2432",-113.013278,48.561417
"9196",126,124,1,32,3,"2012","100m","Developed/High Intensity","Developed/High Intensity","BGRM8","BROWNING","1336.2432",-113.013278,48.561417
"9197",126,176,6,32,19,"2012","100m","Grassland/Pasture","Grassland/Pasture","BGRM8","BROWNING","1336.2432",-113.013278,48.561417
"9198",127,36,1,32,3,"2012","100m","Alfalfa","Crop","C0228","CW0228 Highwood","1063.1424",-110.85813,47.49502
"9199",127,152,1,32,3,"2012","100m","Shrubland","Shrubland","C0228","CW0228 Highwood","1063.1424",-110.85813,47.49502
"9200",127,176,27,32,84,"2012","100m","Grassland/Pasture","Grassland/Pasture","C0228","CW0228 Highwood","1063.1424",-110.85813,47.49502
"9201",127,190,3,32,9,"2012","100m","Woody Wetlands","Wetland","C0228","CW0228 Highwood","1063.1424",-110.85813,47.49502
"9202",128,141,3,34,9,"2012","100m","Deciduous Forest","Forest","FIEM8","FIELDING","1414.5768",-113.432578,48.277725
"9203",128,142,25,34,74,"2012","100m","Evergreen Forest","Forest","FIEM8","FIELDING","1414.5768",-113.432578,48.277725
"9204",128,152,2,34,6,"2012","100m","Shrubland","Shrubland","FIEM8","FIELDING","1414.5768",-113.432578,48.277725
"9205",128,176,2,34,6,"2012","100m","Grassland/Pasture","Grassland/Pasture","FIEM8","FIELDING","1414.5768",-113.432578,48.277725
"9206",128,190,2,34,6,"2012","100m","Woody Wetlands","Wetland","FIEM8","FIELDING","1414.5768",-113.432578,48.277725
"9207",129,121,4,35,11,"2012","100m","Developed/Open Space","Developed/Open Space","C1334","CW1334 Chester","962.8632",-110.96367,48.5125
"9208",129,122,11,35,31,"2012","100m","Developed/Low Intensity","Developed/Low Intensity","C1334","CW1334 Chester","962.8632",-110.96367,48.5125
"9209",129,123,15,35,43,"2012","100m","Developed/Med Intensity","Developed/Med Intensity","C1334","CW1334 Chester","962.8632",-110.96367,48.5125
"9210",129,124,2,35,6,"2012","100m","Developed/High Intensity","Developed/High Intensity","C1334","CW1334 Chester","962.8632",-110.96367,48.5125
"9211",129,176,3,35,9,"2012","100m","Grassland/Pasture","Grassland/Pasture","C1334","CW1334 Chester","962.8632",-110.96367,48.5125
"9212",130,23,6,35,17,"2012","100m","Spring Wheat","Crop","BFTM","Big Flat / Turner","945.7944",-108.56389,48.83556
"9213",130,121,5,35,14,"2012","100m","Developed/Open Space","Developed/Open Space","BFTM","Big Flat / Turner","945.7944",-108.56389,48.83556
"9214",130,152,1,35,3,"2012","100m","Shrubland","Shrubland","BFTM","Big Flat / Turner","945.7944",-108.56389,48.83556
"9215",130,176,23,35,66,"2012","100m","Grassland/Pasture","Grassland/Pasture","BFTM","Big Flat / Turner","945.7944",-108.56389,48.83556
"9216",131,21,12,35,34,"2012","100m","Barley","Crop","MWSM","Moccasin","1293.2664",-109.95083,47.05889
"9217",131,23,5,35,14,"2012","100m","Spring Wheat","Crop","MWSM","Moccasin","1293.2664",-109.95083,47.05889
"9218",131,24,10,35,29,"2012","100m","Winter Wheat","Crop","MWSM","Moccasin","1293.2664",-109.95083,47.05889
"9219",131,176,8,35,23,"2012","100m","Grassland/Pasture","Grassland/Pasture","MWSM","Moccasin","1293.2664",-109.95083,47.05889
"9220",132,36,21,36,58,"2012","100m","Alfalfa","Crop","TRFM","Teton River","1174.6992",-112.15972,47.90056
"9221",132,37,14,36,39,"2012","100m","Other Hay/Non Alfalfa","Crop","TRFM","Teton River","1174.6992",-112.15972,47.90056
"9222",132,176,1,36,3,"2012","100m","Grassland/Pasture","Grassland/Pasture","TRFM","Teton River","1174.6992",-112.15972,47.90056
"9223",133,121,1,36,3,"2012","100m","Developed/Open Space","Developed/Open Space","LGPVC","Logan Pass Visitors Center","2065.02",-113.7169,48.6949
"9224",133,123,5,36,14,"2012","100m","Developed/Med Intensity","Developed/Med Intensity","LGPVC","Logan Pass Visitors Center","2065.02",-113.7169,48.6949
"9225",133,131,2,36,6,"2012","100m","Barren","Barren","LGPVC","Logan Pass Visitors Center","2065.02",-113.7169,48.6949
"9226",133,152,28,36,78,"2012","100m","Shrubland","Shrubland","LGPVC","Logan Pass Visitors Center","2065.02",-113.7169,48.6949
"9227",134,NA,1,1,100,"2012","100m",NA,NA,"CXBR","BROCKET AGDM","1072.896",-113.82,49.62
"9228",135,0,35,35,100,"2012","100m",NA,NA,"CWAQ","Coronach Spc","755.904",-105.48333,49.05
"9229",136,0,34,34,100,"2012","100m",NA,NA,"CXDB","DEL BONITA AGDM","1310.0304",-112.82,49.05
"9230",137,0,36,36,100,"2012","100m",NA,NA,"CXFM","FOREMOST AGDM","880.872",-111.48,49.48
"9231",138,0,35,35,100,"2012","100m",NA,NA,"CXMN","MASINASIN AGDM","947.0136",-111.65,49.13
"9232",139,0,36,36,100,"2012","100m",NA,NA,"CWGM","Waterton Park Gate","1296.0096",-113.8,49.13333
"9233",140,NA,1,1,100,"2012","100m",NA,NA,"CWWF","Weyburn Automatic Weather Reporting System","581.8632",-103.80091,49.69466
"9234",141,0,36,36,100,"2012","100m",NA,NA,"CXWM","WRENTHAM AGDM","943.9656",-112.12,49.5
"9235",142,142,22,36,61,"2012","100m","Evergreen Forest","Forest","PSTM8","PISTOL CREEK","1841.9064",-114.028703,47.214917
"9236",142,152,14,36,39,"2012","100m","Shrubland","Shrubland","PSTM8","PISTOL CREEK","1841.9064",-114.028703,47.214917
"9237",143,121,8,35,23,"2012","100m","Developed/Open Space","Developed/Open Space","GGWNS","NASHUA HIGH SCHOOL","625.7544",-106.3539,48.1361
"9238",143,122,17,35,49,"2012","100m","Developed/Low Intensity","Developed/Low Intensity","GGWNS","NASHUA HIGH SCHOOL","625.7544",-106.3539,48.1361
"9239",143,123,6,35,17,"2012","100m","Developed/Med Intensity","Developed/Med Intensity","GGWNS","NASHUA HIGH SCHOOL","625.7544",-106.3539,48.1361
"9240",143,124,3,35,9,"2012","100m","Developed/High Intensity","Developed/High Intensity","GGWNS","NASHUA HIGH SCHOOL","625.7544",-106.3539,48.1361
"9241",143,176,1,35,3,"2012","100m","Grassland/Pasture","Grassland/Pasture","GGWNS","NASHUA HIGH SCHOOL","625.7544",-106.3539,48.1361
"9242",144,152,36,36,100,"2012","100m","Shrubland","Shrubland","GRDWL","Garden Wall USGS","2239.9752",-113.73,48.73
"9243",145,122,2,32,6,"2012","100m","Developed/Low Intensity","Developed/Low Intensity","HRTM8","HEART BUTTE","1353.0072",-112.835278,48.292778
"9244",145,123,27,32,84,"2012","100m","Developed/Med Intensity","Developed/Med Intensity","HRTM8","HEART BUTTE","1353.0072",-112.835278,48.292778
"9245",145,124,2,32,6,"2012","100m","Developed/High Intensity","Developed/High Intensity","HRTM8","HEART BUTTE","1353.0072",-112.835278,48.292778
"9246",145,176,1,32,3,"2012","100m","Grassland/Pasture","Grassland/Pasture","HRTM8","HEART BUTTE","1353.0072",-112.835278,48.292778
"9247",146,NA,1,1,100,"2012","100m",NA,NA,"CWQL","Lethbridge Automated Reporting Station","921.1056",-112.78333,49.7
"9248",147,122,19,35,54,"2012","100m","Developed/Low Intensity","Developed/Low Intensity","KLDS","Leeds","775.1064",-109.68333,48.55
"9249",147,152,5,35,14,"2012","100m","Shrubland","Shrubland","KLDS","Leeds","775.1064",-109.68333,48.55
"9250",147,176,11,35,31,"2012","100m","Grassland/Pasture","Grassland/Pasture","KLDS","Leeds","775.1064",-109.68333,48.55
"9251",148,111,1,35,3,"2012","100m","Open Water","Open Water","KMSX","Missoula NEXRAD","2450.8968",-113.98333,47.03333
"9252",148,142,29,35,83,"2012","100m","Evergreen Forest","Forest","KMSX","Missoula NEXRAD","2450.8968",-113.98333,47.03333
"9253",148,152,1,35,3,"2012","100m","Shrubland","Shrubland","KMSX","Missoula NEXRAD","2450.8968",-113.98333,47.03333
"9254",148,176,4,35,11,"2012","100m","Grassland/Pasture","Grassland/Pasture","KMSX","Missoula NEXRAD","2450.8968",-113.98333,47.03333
"9255",149,37,4,36,11,"2012","100m","Other Hay/Non Alfalfa","Crop","KTFX","Great Falls Nexrad","1150.9248",-111.36667,47.46667
"9256",149,121,2,36,6,"2012","100m","Developed/Open Space","Developed/Open Space","KTFX","Great Falls Nexrad","1150.9248",-111.36667,47.46667
"9257",149,122,1,36,3,"2012","100m","Developed/Low Intensity","Developed/Low Intensity","KTFX","Great Falls Nexrad","1150.9248",-111.36667,47.46667
"9258",149,152,3,36,8,"2012","100m","Shrubland","Shrubland","KTFX","Great Falls Nexrad","1150.9248",-111.36667,47.46667
"9259",149,176,26,36,72,"2012","100m","Grassland/Pasture","Grassland/Pasture","KTFX","Great Falls Nexrad","1150.9248",-111.36667,47.46667
"9260",150,121,3,35,9,"2012","100m","Developed/Open Space","Developed/Open Space","DSKMT","Mud Lake","853.7448",-109.68917,48.87111
"9261",150,176,32,35,91,"2012","100m","Grassland/Pasture","Grassland/Pasture","DSKMT","Mud Lake","853.7448",-109.68917,48.87111
"9262",151,24,1,35,3,"2012","100m","Winter Wheat","Crop","C2874","CW2874 Havre","789.1272",-109.6381,48.5567
"9263",151,121,8,35,23,"2012","100m","Developed/Open Space","Developed/Open Space","C2874","CW2874 Havre","789.1272",-109.6381,48.5567
"9264",151,122,3,35,9,"2012","100m","Developed/Low Intensity","Developed/Low Intensity","C2874","CW2874 Havre","789.1272",-109.6381,48.5567
"9265",151,152,1,35,3,"2012","100m","Shrubland","Shrubland","C2874","CW2874 Havre","789.1272",-109.6381,48.5567
"9266",151,176,22,35,63,"2012","100m","Grassland/Pasture","Grassland/Pasture","C2874","CW2874 Havre","789.1272",-109.6381,48.5567
"9267",152,21,2,35,6,"2012","100m","Barley","Crop","FGSMT","West Flagstaff Rd","860.1456",-109.88206,48.66567
"9268",152,23,1,35,3,"2012","100m","Spring Wheat","Crop","FGSMT","West Flagstaff Rd","860.1456",-109.88206,48.66567
"9269",152,24,6,35,17,"2012","100m","Winter Wheat","Crop","FGSMT","West Flagstaff Rd","860.1456",-109.88206,48.66567
"9270",152,36,2,35,6,"2012","100m","Alfalfa","Crop","FGSMT","West Flagstaff Rd","860.1456",-109.88206,48.66567
"9271",152,61,5,35,14,"2012","100m","Fallow/Idle Cropland","Fallow Cropland","FGSMT","West Flagstaff Rd","860.1456",-109.88206,48.66567
"9272",152,152,2,35,6,"2012","100m","Shrubland","Shrubland","FGSMT","West Flagstaff Rd","860.1456",-109.88206,48.66567
"9273",152,176,17,35,49,"2012","100m","Grassland/Pasture","Grassland/Pasture","FGSMT","West Flagstaff Rd","860.1456",-109.88206,48.66567
"9274",153,36,4,35,11,"2012","100m","Alfalfa","Crop","VSBMT","Ninemile Coulee","864.108",-110.36878,48.85628
"9275",153,121,1,35,3,"2012","100m","Developed/Open Space","Developed/Open Space","VSBMT","Ninemile Coulee","864.108",-110.36878,48.85628
"9276",153,176,30,35,86,"2012","100m","Grassland/Pasture","Grassland/Pasture","VSBMT","Ninemile Coulee","864.108",-110.36878,48.85628
"9277",154,176,34,34,100,"2012","100m","Grassland/Pasture","Grassland/Pasture","SLMMT","Black Coulee","907.3896",-110.64231,48.37542
"9278",155,121,1,35,3,"2012","100m","Developed/Open Space","Developed/Open Space","RDHMT","Neil Creek","1194.816",-110.92944,47.32306
"9279",155,152,14,35,40,"2012","100m","Shrubland","Shrubland","RDHMT","Neil Creek","1194.816",-110.92944,47.32306
"9280",155,176,20,35,57,"2012","100m","Grassland/Pasture","Grassland/Pasture","RDHMT","Neil Creek","1194.816",-110.92944,47.32306
"9281",156,23,2,35,6,"2012","100m","Spring Wheat","Crop","HNKMT","Cottonwood Coulee","901.5984",-110.8429,48.3348
"9282",156,24,14,35,40,"2012","100m","Winter Wheat","Crop","HNKMT","Cottonwood Coulee","901.5984",-110.8429,48.3348
"9283",156,61,1,35,3,"2012","100m","Fallow/Idle Cropland","Fallow Cropland","HNKMT","Cottonwood Coulee","901.5984",-110.8429,48.3348
"9284",156,121,8,35,23,"2012","100m","Developed/Open Space","Developed/Open Space","HNKMT","Cottonwood Coulee","901.5984",-110.8429,48.3348
"9285",156,122,1,35,3,"2012","100m","Developed/Low Intensity","Developed/Low Intensity","HNKMT","Cottonwood Coulee","901.5984",-110.8429,48.3348
"9286",156,176,9,35,26,"2012","100m","Grassland/Pasture","Grassland/Pasture","HNKMT","Cottonwood Coulee","901.5984",-110.8429,48.3348
"9287",157,61,1,35,3,"2012","100m","Fallow/Idle Cropland","Fallow Cropland","KNGMT","Crooked Coulee","976.5792",-111.5634,48.54979
"9288",157,152,1,35,3,"2012","100m","Shrubland","Shrubland","KNGMT","Crooked Coulee","976.5792",-111.5634,48.54979
"9289",157,176,33,35,94,"2012","100m","Grassland/Pasture","Grassland/Pasture","KNGMT","Crooked Coulee","976.5792",-111.5634,48.54979
"9290",158,24,23,35,66,"2012","100m","Winter Wheat","Crop","SLVMT","Yaaps Corner","1041.1968",-109.4446,47.5873
"9291",158,121,3,35,9,"2012","100m","Developed/Open Space","Developed/Open Space","SLVMT","Yaaps Corner","1041.1968",-109.4446,47.5873
"9292",158,176,9,35,26,"2012","100m","Grassland/Pasture","Grassland/Pasture","SLVMT","Yaaps Corner","1041.1968",-109.4446,47.5873
"9293",159,152,1,32,3,"2012","100m","Shrubland","Shrubland","KNBMT","Bullhook","986.9424",-109.61606,48.41944
"9294",159,176,31,32,97,"2012","100m","Grassland/Pasture","Grassland/Pasture","KNBMT","Bullhook","986.9424",-109.61606,48.41944
"9295",160,36,2,35,6,"2012","100m","Alfalfa","Crop","DMTMT","Lothair","1002.792",-111.22611,48.46556
"9296",160,61,1,35,3,"2012","100m","Fallow/Idle Cropland","Fallow Cropland","DMTMT","Lothair","1002.792",-111.22611,48.46556
"9297",160,121,2,35,6,"2012","100m","Developed/Open Space","Developed/Open Space","DMTMT","Lothair","1002.792",-111.22611,48.46556
"9298",160,122,1,35,3,"2012","100m","Developed/Low Intensity","Developed/Low Intensity","DMTMT","Lothair","1002.792",-111.22611,48.46556
"9299",160,176,29,35,83,"2012","100m","Grassland/Pasture","Grassland/Pasture","DMTMT","Lothair","1002.792",-111.22611,48.46556
"9300",161,121,14,34,41,"2012","100m","Developed/Open Space","Developed/Open Space","C3376","CW3376 Shelby","1014.3744",-111.8554,48.5172
"9301",161,122,6,34,18,"2012","100m","Developed/Low Intensity","Developed/Low Intensity","C3376","CW3376 Shelby","1014.3744",-111.8554,48.5172
"9302",161,123,4,34,12,"2012","100m","Developed/Med Intensity","Developed/Med Intensity","C3376","CW3376 Shelby","1014.3744",-111.8554,48.5172
"9303",161,124,3,34,9,"2012","100m","Developed/High Intensity","Developed/High Intensity","C3376","CW3376 Shelby","1014.3744",-111.8554,48.5172
"9304",161,176,7,34,21,"2012","100m","Grassland/Pasture","Grassland/Pasture","C3376","CW3376 Shelby","1014.3744",-111.8554,48.5172
"9305",162,37,3,32,9,"2012","100m","Other Hay/Non Alfalfa","Crop","MTNMT","Adobe Ridge","1022.604",-110.97904,48.69604
"9306",162,61,21,32,66,"2012","100m","Fallow/Idle Cropland","Fallow Cropland","MTNMT","Adobe Ridge","1022.604",-110.97904,48.69604
"9307",162,121,3,32,9,"2012","100m","Developed/Open Space","Developed/Open Space","MTNMT","Adobe Ridge","1022.604",-110.97904,48.69604
"9308",162,122,1,32,3,"2012","100m","Developed/Low Intensity","Developed/Low Intensity","MTNMT","Adobe Ridge","1022.604",-110.97904,48.69604
"9309",162,176,4,32,12,"2012","100m","Grassland/Pasture","Grassland/Pasture","MTNMT","Adobe Ridge","1022.604",-110.97904,48.69604
"9310",163,24,4,32,12,"2012","100m","Winter Wheat","Crop","C3670","CW3670 Conrad","1096.9752",-111.7687,48.1295
"9311",163,61,24,32,75,"2012","100m","Fallow/Idle Cropland","Fallow Cropland","C3670","CW3670 Conrad","1096.9752",-111.7687,48.1295
"9312",163,121,4,32,12,"2012","100m","Developed/Open Space","Developed/Open Space","C3670","CW3670 Conrad","1096.9752",-111.7687,48.1295
"9313",164,121,4,32,12,"2012","100m","Developed/Open Space","Developed/Open Space","MTLEW","Lewistown Divide MT-200 MP 90.3","1288.0848",-109.18443,47.0618
"9314",164,176,28,32,88,"2012","100m","Grassland/Pasture","Grassland/Pasture","MTLEW","Lewistown Divide MT-200 MP 90.3","1288.0848",-109.18443,47.0618
"9315",165,31,1,35,3,"2012","100m","Canola","Crop","E1346","EW1346 Circle","755.904",-105.58867,47.417
